Title,Published_date,Views,Likes,Comments
Why Gandhi chose Nehru over Sardar Patel? How Patel backed his decision! | UPSC,2023-10-02T13:26:28Z,146757,3913,291
Real reason behin Shi Yan 6 Indian Ocean visit: Ninety East Ridge,2023-10-02T11:25:00Z,53655,4348,20
Daily Answer Writing | Abhyaas | Modern Indian History | UPSC,2023-10-02T10:16:37Z,8281,359,4
Sir Creek Dispute: The Unknown Dispute of India-Pakistan #UPSC #IAS #CSE #IPS,2023-10-02T09:25:00Z,1020912,57539,310
Indian Modern History | SAHAS Series | Lecture 21 - Charter Acts - 2 | UPSC,2023-10-02T08:30:07Z,4783,155,11
Gandhiji’s Dalit Daughter - Laxmi | Untouchables | Modern History | UPSC IAS,2023-10-02T07:30:11Z,8120,349,20
The Story of Mahatma Gandhi’s Portrait on Indian Banknotes | UPSC,2023-10-02T07:00:11Z,97557,4056,104
Indian Express Editorial Analysis by Chandan Sharma | 2 October 2023 | UPSC Current Affairs 2023,2023-10-02T06:28:33Z,19677,916,32
Best October current affairs 2023 in HINDI by Dr Gaurav Garg,2023-10-02T04:30:12Z,9135,285,13
Why India Needs a 3rd Aircraft Carrier? INS Vikrant 2.0 | UPSC Mains,2023-10-02T04:00:11Z,566952,8567,327
Best October current affairs 2023 in English by Dr Gaurav Garg @BankandSSCStudyIQ,2023-10-02T03:30:12Z,5879,164,8
China vs Philippines: Scarborough Shoal #UPSC #IAS #CSE #IPS,2023-10-02T03:25:00Z,67220,6461,21
The Hindu Analysis by Prashant Tiwari | 2 October 2023 | Current Affairs Today | StudyIQ,2023-10-02T02:40:09Z,45412,2792,80
Daily Current Affairs for UPSC Prelims | 1st October 2023,2023-10-01T19:20:46Z,10996,394,23
Science & Technology in News: Weekly Compilation | 24 September - 30 September 2023 | UPSC CSE 2024,2023-10-01T17:30:07Z,6681,250,11
The Rise and Fall of World’s Deadliest Dictator - Hitler | Biography | UPSC,2023-10-01T16:30:09Z,540895,7460,172
Understand Complete North East India’s History & Conflicts | UPSC,2023-10-01T16:18:18Z,300333,3706,275
October 2023 current affairs in HINDI by Dr Gaurav Garg  @BankandSSCStudyIQ,2023-10-01T15:30:09Z,14807,485,19
October 2023 current affairs in English by Dr Gaurav Garg @BankandSSCStudyIQ,2023-10-01T14:30:09Z,11026,300,7
Weekly Economic News | 24 - 30 September 2023 | Complete Indian Economy | UPSC 2024/25,2023-10-01T12:42:53Z,11785,568,15
"Nagorno-Karabakh Conflict: Over 1 Lakh People Fled from Karabakh, Claims Armenia | UPSC",2023-10-01T10:30:10Z,259325,6425,265
Daily Answer Writing | Abhyaas | Indian Polity | UPSC,2023-10-01T10:26:04Z,8416,322,35
Mohamed Muizzu Wins Maldives Election in Victory for Pro-China Camp | UPSC,2023-10-01T08:00:07Z,88729,2761,223
How Sardar Patel was kept from being First Prime Minister of India | UPSC #UPSC #IAS #CSE #IPS,2023-10-01T07:00:23Z,83752,7433,148
"US Government Shutdown Nearing, Its Impact, What Next | UPSC",2023-10-01T06:30:07Z,228381,5601,149
Best Editorial of the Week | September 4th Week | Womens  Reservation Bill | UPSC IAS,2023-10-01T05:10:11Z,11327,546,13
Complete Indian Polity | M. Laxmikanth | Lec 26: Parliament - V | StudyIQ IAS,2023-10-01T01:53:32Z,36120,1042,29
2014 UPSC Prelims PYQs Marathon | Previous Year Questions | UPSC,2023-10-01T01:30:11Z,34720,1526,83
Canadian Prime Minister was high on cocaine during G-20.,2023-10-01T01:25:00Z,1152971,66141,401
Daily Current Affairs for UPSC Prelims | 30th September 2023,2023-09-30T18:22:49Z,9190,363,25
NEWS@9 Weekly Compilation (25 September- 29 September) : Important Current News | StudyIQ IAS Hindi,2023-09-30T17:40:10Z,6080,193,6
Environment & Ecology in News: Weekly Compilation (24 September - 30 September 2023) | UPSC CSE 2024,2023-09-30T17:00:10Z,4538,175,18
Learn History of Bharat through  Maps | Lec 1 Origin of Civilization | UPSC,2023-09-30T16:30:10Z,45042,1746,43
Beggers of Pakistan,2023-09-30T16:25:00Z,158201,11327,108
Mapping for UPSC CSE 2024 | Lecture 12 | Europe Part 2 | StudyIQ,2023-09-30T16:10:43Z,5728,296,31
Decoding China's Bid for India's Backing | UPSC,2023-09-30T14:30:07Z,19275,634,18
Complete Kaveri River Issue Explained using Animation | Karnataka & Tamil Nadu | UPSC IAS,2023-09-30T14:00:11Z,327027,7195,533
Last few hours to Join UPSC Batch with maximum Discount #upsc #ias #cse #ips,2023-09-30T13:53:12Z,9018,406,3
Understanding Equation of Planes | Mathematics Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-30T13:30:09Z,7645,264,1
Addressing Social Issues | Public Administration Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-30T13:00:46Z,7116,286,2
Complete Indian Economy | Ramesh Singh | Lec 55 - 15th Finance Commission | UPSC 2024/25,2023-09-30T12:31:58Z,10287,463,6
Biggest Discount on Sociology Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-30T12:30:11Z,3709,186,1
Antarctica's Blooming Flowers: The Alarming Consequences | UPSC,2023-09-30T12:00:11Z,15214,731,33
Emergency Declared in NYC As City Flooded with Heavy Rains | UPSC,2023-09-30T10:45:08Z,65750,1931,111
Ultimate Guide to Political Science and International Relations Optional (PSIR) for UPSC | StudyIQ,2023-09-30T10:30:12Z,4533,156,3
Daily Answer Writing | Abhyaas | Ethics | UPSC,2023-09-30T10:13:49Z,9025,262,4
Understanding Sankhya Philosophy | Biggest Discount on Philosophy Optional | StudyIQ IAS,2023-09-30T10:00:01Z,5842,336,5
"Few hours left,Join now #UPSC #IAS #CSE #IPS",2023-09-30T09:30:05Z,2626,132,1
Tamil Nadu Board Book for UPSC IAS Class 11 History | Part-1,2023-09-30T09:04:36Z,37972,1287,52
Biggest Discount on Anthropology Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-30T09:00:25Z,3608,153,1
Why Canada is Becoming a Hub for Murders | UPSC,2023-09-30T08:30:09Z,53499,1889,48
Why does China claim the South China Sea? #internationalrelations #reelsinstagram #UPSC #IAS #CSE,2023-09-30T06:25:00Z,111582,9746,26
ISKCON Accused of Selling Cows to Butchers by BJP MP Maneka Gandhi | UPSC,2023-09-30T06:00:12Z,181923,4751,220
Don't forget to Join for 69th BPSC Solutions ‎@StudyIQPCSofficial ,2023-09-30T05:28:44Z,3150,122,0
Last Day to join our best UPSC Batch #upsc #ias #cse #ips,2023-09-30T05:15:27Z,3288,134,2
How Parties are Using Social Media Influencers to Hijack 2024 Elections? UPSC Mains,2023-09-30T04:00:09Z,83895,2701,136
Score 300 Plus marks in Sociology Optional with StudyIQ Test Series | UPSC,2023-09-30T03:15:10Z,2160,38,3
The Hindu Analysis by Prashant Tiwari | 30 September 2023 | Current Affairs Today | StudyIQ,2023-09-30T03:00:48Z,39872,2462,71
China Spying on DRDO LRSAM test? #UPSC #IAS #CSE #IPS,2023-09-30T01:25:00Z,151186,12984,108
Mathematics Optional for UPSC CSE: Why Maths Optional Students clear UPSC easily? | Ankit Tiwari,2023-09-29T18:02:49Z,4865,122,9
UPSC Mains 2023 | History Optional Paper 2 Detailed Analysis & Answers | StudyIQ,2023-09-29T17:30:11Z,9568,169,5
Ethics Case Studies: UPSC 2023 | Lec 14 Ethical Concerns & Dilemmas As a District Magistrate | UPSC,2023-09-29T17:00:12Z,2789,63,3
Armenia Lost? | Azerbaijan Officially Dissolves Nagorno Karbakh | GeoPulse by Shivaji Tripathi,2023-09-29T16:30:11Z,31147,746,95
China claims India didn't land Chandrayaan 3 on Moon's South Pole #UPSC #IAS #CSE #IPS,2023-09-29T16:25:00Z,6704610,249584,1925
Why India is Building 3000 Km of Roads Near China? | UPSC Mains,2023-09-29T16:00:11Z,302439,6024,135
Daily Current Affairs for UPSC Prelims | 29th September 2023,2023-09-29T15:55:26Z,7160,281,25
Maximum Hit Ratio in Anthropology Optional 2023 | Biggest Discount on StudyIQ IAS #UPSC #UPSC #IAS,2023-09-29T15:50:00Z,7717,296,1
Making India Anemia Free | Biggest Sale on Public Administration Optional | StudyIQ IAS #UPSC #IAS,2023-09-29T15:30:05Z,5384,202,2
Advantages of Choosing Mathematics Optional | Biggest Discount on StudyIQ #UPSC #IAS #CSE #IPS,2023-09-29T15:10:00Z,6855,323,2
Philosophy of Religion | Philosophy Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-29T14:50:02Z,6974,451,3
Direct Question From Our Sociology Notes | Biggest Sale in Sociology Optional | StudyIQ IAS  #UPSC,2023-09-29T14:31:25Z,3198,167,1
Djibouti: The land of Foreign Military Bases | UPSC,2023-09-29T14:30:11Z,9128,349,12
Complete Indian Polity | M. Laxmikanth | Lec 25: Parliament - IV - Budget | StudyIQ IAS,2023-09-29T14:30:05Z,47476,1402,40
Chinese Cyber Threat: Unit 69010 Targeting India’s Government Organisations | UPSC,2023-09-29T14:10:10Z,67682,1896,64
last 2 days for maximum discount in PCS batches #studyiq #pcs,2023-09-29T13:52:39Z,4948,168,1
Complete Indian Economy | Ramesh Singh | Lec 54 Economic Integration in Foreign Trade | UPSC 2024/25,2023-09-29T12:08:16Z,8532,461,5
Daily Answer Writing | Abhyaas | Indian Society | UPSC,2023-09-29T10:28:55Z,8542,314,6
The Rankings 2024: I Sc ranked best in India; Oxford University best in world | UPSC,2023-09-29T08:15:08Z,166378,4439,346
"Punjab PCS di tyari lyi hune Join karo, milde aa 3rd Oct nu",2023-09-29T08:13:31Z,4555,147,0
Students Testimonial on UPSC Live Foundation Batch | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-29T07:00:01Z,3163,109,1
Chandrayaan-3: Chinese Scientist Claims India's Moon Landing was No Where Near Lunar South Pole,2023-09-29T06:20:08Z,254270,4083,445
Becoming an IAS/ IPS Officer is not so tough anymore! | P2I Batch | Study IQ IAS #UPSC #IAS #CSE,2023-09-29T06:00:58Z,14335,566,1
Indian Express Editorial Analysis by Chandan Sharma | 29 September 2023 | UPSC Current Affairs 2023,2023-09-29T05:54:25Z,17467,852,32
Join the UPSC batch with biggest discount #upsc #ias #cse #ips,2023-09-29T05:03:49Z,2730,131,2
Mapping for UPSC CSE 2024 | Lecture 11 | Europe | StudyIQ,2023-09-29T03:50:36Z,6168,324,33
The Hindu Analysis by Prashant Tiwari | 29 September 2023 | Current Affairs Today | StudyIQ,2023-09-29T02:43:52Z,36860,2471,69
IAF acquires Airbus C295? #UPSC #IAS #CSE #IPS,2023-09-29T01:25:00Z,40128,4148,12
UPSC Maths Optional Preparation:  Complete Guide for Class 12 Students | UPSC,2023-09-29T00:25:45Z,4391,104,6
Kamlang wildlife Sanctuary | Kamlang tiger reserve | StudyIQ IAS Hindi | UPSC 2024  #UPSC #IAS #CSE,2023-09-29T00:25:00Z,11218,1146,4
Daily Answer Writing | Abhyaas | Indian Geography | UPSC,2023-09-28T22:09:22Z,3741,98,4
P2i Demo Class | Caste System in India | UPSC | StudyIQ IAS,2023-09-28T18:00:07Z,4991,114,11
Sri Lanka denies entry to Chinese Ship #UPSC #IAS #CSE #IPS,2023-09-28T17:45:01Z,880769,62950,103
Are Humans Still Evolving? Micro vs. Macro Evolution | Anthropology optional | UPSC,2023-09-28T17:30:12Z,7335,184,10
Answer Writing in Sociology Optional | Biggest Sale in StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-28T17:30:00Z,4813,220,2
What is Macro & Micro Evolution? Anthropological Analysis | Biggest Sale in StudyIQ IAS #UPSC #IAS,2023-09-28T17:05:00Z,5566,250,3
"Bhagat Singh: A Revolutionary’s Legacy, Remembered on His Birth Anniversary | UPSC",2023-09-28T17:00:10Z,9084,359,16
"BRO chief Lt Gen Chaudhry says ""India will beat China along LAC in infrastructure""",2023-09-28T16:30:09Z,7426,385,11
What are Jhangora Ladoos?  Iron Deficiency | Sale on Public Administration Optional | StudyIQ IAS,2023-09-28T16:25:00Z,5586,277,2
Mapping for UPSC CSE 2024 | Lecture 10 | Afica Part 2 | StudyIQ,2023-09-28T16:05:51Z,6915,376,34
How India’s Secret Fuel will Change the World? Ethanol Blending | UPSC Mains,2023-09-28T16:00:09Z,375949,7669,433
Daily Current Affairs for UPSC Prelims | 28th September 2023,2023-09-28T15:48:25Z,6686,220,16
India Leads Top 10 Most Important Source Countries of International Students to Canada | UPSC #UPSC,2023-09-28T15:25:01Z,66981,4344,20
Biggest Discount on Hindi Literature Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-28T14:55:00Z,2099,113,1
"3 days Exclusive Sale on all State Pre + mains Batches, don't forget to use code VIPLIVE for discoun",2023-09-28T14:51:23Z,4256,150,1
China Halts Further Expansion of CPEC Cooperation with Pakistan | UPSC,2023-09-28T14:30:10Z,63264,1586,39
Biggest Discount on Mathematics Optional | StudyIQ IAS  #UPSC #IAS #CSE #IPS,2023-09-28T14:26:37Z,1391,84,1
Is Feminism harming Women & Men? | Critical Analysis | UPSC,2023-09-28T14:00:09Z,236045,9710,324
Biggest Sale on Study IQ IAS Courses is Live! | Enrol Now #UPSC #IAS #CSE #IPS,2023-09-28T13:50:00Z,132958,6707,1
Swadeshi Movement the turning point in Indian Nationalism | Modern History of India #UPSC #IAS #CSE,2023-09-28T13:30:26Z,10122,607,1
Lec 53 - India's Foreign Exchange & Foreign Trade | UPSC 2024/25,2023-09-28T12:28:31Z,13395,662,15
Biggest Sale Live on Study IQ IAS Courses | UPSC #UPSC #IAS #CSE #IPS,2023-09-28T11:55:00Z,2348,149,3
"MS Swaminathan: Father of India's Green Revolution, Dies at 98 | UPSC",2023-09-28T11:45:08Z,65053,3286,139
"Vikram, Pragyan to Wake Up Again? Big Update | UPSC",2023-09-28T08:45:12Z,195700,4411,89
Why USA wants weak India and pushing Canada against India? Part 2 #UPSC #IAS #CSE #IPS,2023-09-28T07:25:00Z,454139,42733,378
UPSC Anthropology Optional 2023 Questions: maximum Coverage from StudyIQ Notes,2023-09-28T06:59:51Z,3373,74,2
Quebec Independence Movement: Why French-Speaking Majority Wants a Separate Nation in Canada | UPSC,2023-09-28T06:45:08Z,157962,5768,396
All Important National Parks of India | Environment & Ecology | UPSC,2023-09-28T06:30:08Z,22080,972,25
Indian Express Editorial Analysis by Chandan Sharma | 28 September 2023 | UPSC Current Affairs 2023,2023-09-28T06:26:18Z,14919,741,14
Students Testimonial on UPSC Live Foundation Batch | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-28T05:25:00Z,5051,194,2
Why Afghanistan is Building 285 Km Long Artificial River? | Quosh Tepa Canal,2023-09-28T04:00:08Z,134536,2654,151
The Hindu Analysis by Prashant Tiwari | 28 September 2023 | Current Affairs Today | StudyIQ,2023-09-28T02:56:57Z,35819,2369,80
Why USA wants weak India and pushing Canada against India? Part 1 #UPSC #IAS #CSE #IPS,2023-09-28T01:25:00Z,518881,40869,246
Cold Desert bio-sphere reserve | Biosphere reserves in india | StudyIQ IAS Hindi | UPSC 2024,2023-09-28T00:25:00Z,12423,982,6
Daily Answer Writing | Abhyaas | Indian Economy | UPSC,2023-09-27T22:03:55Z,3556,158,7
StudyIQ Mentorship DEMO CLASS | Weekly MCQ Test Discussion |  UPSC Preparation,2023-09-27T18:00:10Z,3276,49,6
Daily Current Affairs for UPSC Prelims | 27th September 2023,2023-09-27T17:51:44Z,6865,219,17
Ethics Case Studies: UPSC 2023 | Lecture 13 - Ethical Concerns & Dilemmas | UPSC GS 4,2023-09-27T17:30:07Z,2448,60,4
Capitalism | Communism | Socialism | Marxism & Ideologies | UPSC,2023-09-27T17:15:36Z,478068,14244,391
US-Pakistan Alliance Against Russia | International Relations GS 2,2023-09-27T16:30:07Z,31424,932,29
S Jaishankar reply to Canada #UPSC #IAS #CSE #IPS,2023-09-27T16:25:00Z,69118,7907,41
"405 Kilometer Long Nagpur Vijaywada Economic Corridor | Maharashtra, Telangana & Andhra Pradesh",2023-09-27T16:00:07Z,68755,1852,91
What is Asymptote? Mathematics Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-27T15:55:00Z,8042,343,2
Rafflesia is the largest flower in the world | UPSC #UPSC #IAS #CSE #IPS,2023-09-27T15:25:01Z,16308,1016,7
India’s Fastest Way to Match Chinese Defence | Tunnel Warfare | UPSC,2023-09-27T14:30:10Z,149516,3852,151
ODISHA Current Affairs 2023 Complete January to September by Dr Vipan Goyal @StudyIQPCSofficial,2023-09-27T13:54:46Z,59185,3208,73
Tamil Nadu and Karnataka fight over Cauvery Water Rights | UPSC,2023-09-27T13:50:10Z,74674,2827,378
Spectrum Lecture -25: Future Strategy After Civil Disobedience Movement | History for UPSC,2023-09-27T12:30:08Z,25639,532,76
Complete Indian Economy | Ramesh Singh | Lec 52 - Foreign Investment | UPSC 2024/25,2023-09-27T12:28:17Z,10839,556,5
EAM Jaishankar's Powerful Response to West & Canada | GeoPulse with Shivani Tripathi,2023-09-27T12:20:24Z,6214,260,9
Students Testimonial on UPSC Live Foundation Batch | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-27T11:25:00Z,5907,176,6
Indian Modern History | SAHAS Series | Lecture 20 - Charter Acts - 1 | UPSC,2023-09-27T10:30:09Z,5013,207,15
Tagore's Shantiniketan as UNESCO's World Heritage Site | UPSC #UPSC #IAS #CSE #IPS,2023-09-27T09:25:00Z,10159,840,8
Archaeologists Discover Largest Ancient Cave Site on Earth | Anthropology optional | UPSC,2023-09-27T09:15:10Z,8840,422,11
What is Disease X: Is It Deadlier Than COVID-19? WHO's Alarming Findings | UPSC,2023-09-27T07:00:10Z,701209,11443,905
United Nations and its Institutions in 1 Marathon | Organisations | UPSC,2023-09-27T06:30:08Z,8138,352,13
Lord Shiva's theme based  Cricket Stadium in Varanasi #currentaffairs #UPSC #IAS #CSE #IPS,2023-09-27T06:25:00Z,1914255,210271,1576
UPSC Mains 2023 | Hindi Literature Optional Paper 2 Detailed Analysis & Answers | StudyIQ IAS,2023-09-27T06:19:33Z,7249,167,3
How USA's Monetary Policy is Destroying Asian Economy? USA Fed | UPSC Mains,2023-09-27T06:00:07Z,114835,2818,95
Indian Express Editorial Analysis by Chandan Sharma | 27 September 2023 | UPSC Current Affairs 2023,2023-09-27T05:47:34Z,14088,758,17
Political Motives can’t Dictate Reply to Terror: Jaishankar at UNGA | UPSC,2023-09-27T04:45:09Z,170353,5507,129
Mapping for UPSC CSE 2024 | Lecture 9 | Afica | StudyIQ,2023-09-27T03:55:32Z,7393,391,39
The Hindu Analysis by Prashant Tiwari | 27 September 2023 | Current Affairs Today | StudyIQ,2023-09-27T03:06:16Z,38861,2758,80
UPSC Mains 2023 | Geography Optional Paper 2 Detailed Analysis & Answers | StudyIQ IAS,2023-09-27T02:11:57Z,5918,188,1
Caucasus mountains | StudyIQ IAS Hindi | UPSC 2024  #UPSC #IAS #CSE #IPS,2023-09-27T00:25:01Z,23713,1870,14
UPSC Mains 2023 | Mathematics Optional Paper 2 Trends & Analysis | StudyIQ IAS,2023-09-26T19:48:58Z,6514,146,5
Daily Current Affairs for UPSC Prelims | 26th September 2023,2023-09-26T18:28:27Z,7974,336,30
How RAW Exposed CIA | First Honey Trap Case in RAW | KV Unnikrishnan,2023-09-26T17:00:12Z,66664,1950,76
Geography of Uttrakhand #UPSC #IAS #CSE #IPS,2023-09-26T16:25:00Z,41448,3761,30
Why Rupee is Winning Globally | The Power of Rupee | UPSC,2023-09-26T16:00:07Z,179612,6218,179
Asymptote | Mathematics Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-26T15:30:09Z,5807,198,2
Direct question  from our Sociology Notes | Sociology Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-26T15:00:10Z,6195,264,2
US Government Shutdown Explained: Know All About it | UPSC,2023-09-26T14:45:11Z,42478,1310,26
India's Online Gaming Industry faces Tax Evasion Allegations | UPSC,2023-09-26T14:30:10Z,306012,7883,1151
India Develops Mega Killer Drone Army | Swarm Drones | UPSC,2023-09-26T14:10:12Z,36828,1194,18
IAS Behind the Scenes | Episode 2 - Babri Masjid Demolition | Administration and Communal Politics,2023-09-26T13:30:10Z,31662,1214,53
Complete Indian Economy | Ramesh Singh | Lec 51 - Balance of Payment | UPSC 2024/25,2023-09-26T12:33:05Z,12165,580,7
Daily Answer Writing | Abhyaas | Modern History | UPSC,2023-09-26T10:50:41Z,6401,367,11
80% of Cyber Crimes from These 10 Districts | GS 3 Internal Security,2023-09-26T10:45:11Z,6928,339,17
The Moderate Phase (1885-1905) | Modern History of India #UPSC #IAS #CSE #IPS,2023-09-26T10:25:00Z,13154,1127,3
Sri Lankan Envoy Milinda Moragoda Supports India in India-Canada Row | UPSC,2023-09-26T10:00:07Z,186269,5407,121
UPSC Mains 2023 | History Optional Paper 1 Detailed Analysis & Answers | StudyIQ IAS,2023-09-26T09:49:20Z,155052,946,14
P2i Demo Class | Indian Polity | StudyIQ IAS,2023-09-26T08:30:09Z,1590,23,2
Indian Express Editorial Analysis by Chandan Sharma | 26 September 2023 | UPSC Current Affairs 2023,2023-09-26T08:18:09Z,16082,842,32
Students Testimonial on UPSC Live Foundation Batch | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-26T08:00:19Z,3888,164,1
India Slams Moody's Claims over Aadhaar's Security and Efficiency | UPSC,2023-09-26T08:00:11Z,152110,4097,451
Students Testimonial on UPSC Live Foundation Batch | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-26T07:30:05Z,2313,112,1
“Veerangana Durgavati to be 54th Tiger Reserve in Madhya Pradesh | UPSC #UPSC #IAS #CSE #IPS,2023-09-26T07:25:00Z,13652,1173,6
Real Problem of Punjab: Khalistan Case Study | UPSC,2023-09-26T05:35:11Z,55755,1475,132
"How a Bill Becomes a Law? Women Reservation, Farmers Bill, One Nation One Election | UPSC Mains",2023-09-26T04:00:07Z,46724,2106,54
The Hindu Analysis by Prashant Tiwari | 26 September 2023 | Current Affairs Today | StudyIQ,2023-09-26T03:22:26Z,45429,3284,66
Science & Technology in News: Weekly Compilation | 18 September - 23 September 2023 | UPSC CSE 2024,2023-09-26T03:00:08Z,4226,207,15
UPSC Mains 2023 | PSIR Optional Paper 1 Detailed Answer Writing | StudyIQ IAS,2023-09-26T02:26:51Z,8333,316,9
UPSC Mains 2023 | Philosophy Optional Paper 2 Detailed Analysis & Answers | StudyIQ IAS,2023-09-26T02:00:30Z,2066,40,3
Flipkart sale : Get StudyIQ Books at lowest price. #UPSC #IAS #CSE #IPS,2023-09-26T01:25:00Z,12541,729,11
UPSC Mains 2023 | Geography Optional Paper 1 Detailed Analysis & Answers | StudyIQ IAS,2023-09-25T23:18:01Z,10469,384,12
UPSC Mains 2023 | Philosophy Optional Paper 1 Detailed Analysis & Answers | StudyIQ IAS,2023-09-25T22:17:54Z,4375,121,1
UPSC Mains 2023 | Mathematics Optional Paper 1 Trends & Analysis | StudyIQ IAS,2023-09-25T19:10:15Z,18909,428,22
The Impact of Tiger Conservation on Tribal Communities in India | Anthropology Optional | UPSC,2023-09-25T17:00:13Z,4387,106,7
The history of Andhra Pradesh part 1 #UPSC #IAS #CSE #IPS,2023-09-25T16:55:00Z,50958,4288,28
Daily Current Affairs for UPSC Prelims | 25th September 2023,2023-09-25T16:39:00Z,11291,479,25
Sociology Paper Insights from StudyIQ Sociology Notes | UPSC,2023-09-25T16:30:12Z,2791,65,4
Operation Mukti | Public Administration | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-25T16:30:04Z,8156,405,3
Largest Ancient Cave Discovered | Archeological Anthropology | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-25T16:00:19Z,9478,452,3
Is Bundelkhand the New NOIDA of Uttar Pradesh? BIDA Bundelkhand | UPSC Mains,2023-09-25T16:00:10Z,393336,9521,509
Highest Hit Ratio From Our Sociology Notes | Sociology Optional 2023 | StudyIQ IAS #UPSC #IAS,2023-09-25T15:30:09Z,6794,284,1
Canada safe haven for terrorists since 1980s | UPSC #UPSC #IAS #CSE #IPS,2023-09-25T15:00:36Z,44337,3882,13
Battle for the Pacific: Nations in Pursuit of Dominance | UPSC,2023-09-25T14:30:10Z,5177,241,4
UPSC Mains 2023 | Students' Responses | StudyIQ IAS,2023-09-25T14:00:11Z,16435,323,18
Canadian Parliament Honours Man Who Fought for Nazis | UPSC,2023-09-25T13:00:08Z,107459,2680,168
Daily Answer Writing | Abhyaas | Current Affairs | UPSC,2023-09-25T11:30:41Z,3961,122,4
How Muhammad Ali Jinnah transformed himself to a hardcore communal | Modern History of India,2023-09-25T11:30:25Z,38870,2701,23
Weekly Economic News | 18 - 23 September 2023 | Complete Indian Economy | UPSC 2024/25,2023-09-25T10:36:39Z,7675,402,28
PM Modi Compared Urjit Patel to ‘Money-Hoarding Snake’: Ex-Bureaucrat in Book | UPSC,2023-09-25T10:00:08Z,329446,8440,581
NASA’s OSIRIS-REx Brings Sample of Asteroid Bennu to Earth | UPSC,2023-09-25T07:00:07Z,117561,4171,171
Indian Express Editorial Analysis by Chandan Sharma | 25 September 2023 | UPSC Current Affairs 2023,2023-09-25T05:58:39Z,15725,1062,34
Should we export HAL Tejas? #UPSC #IAS #CSE #IPS,2023-09-25T05:25:00Z,172397,18799,164
"Why 13,000 Autoworkers Are Striking in the US | UPSC | StudyIQ",2023-09-25T05:00:09Z,72543,2283,99
UPSC Mains 2023 | Public Administration Optional Paper 2 Detailed Analysis & Answers | StudyIQ IAS,2023-09-25T04:00:33Z,5607,80,2
Why USA is Going Against H1B Visa? Problems for India | UPSC Mains GS2,2023-09-25T04:00:07Z,419811,3237,228
UPSC Mains 2023 | Hindi Literature Optional Paper 1 Detailed Analysis & Answers | StudyIQ IAS,2023-09-25T03:19:22Z,5705,185,8
Environment & Ecology in News: Weekly Compilation (18 September - 23 September 2023) | UPSC CSE 2024,2023-09-25T03:00:08Z,3785,181,11
The Hindu Analysis by Prashant Tiwari | 25 September 2023 | Current Affairs Today | StudyIQ,2023-09-25T02:57:17Z,45011,3122,125
UPSC Mains 2023 | PSIR Optional Paper 2 Trends & Analysis  | StudyIQ IAS,2023-09-25T02:56:34Z,7456,271,11
UPSC Mains 2023 | Anthropology Optional Paper 2 Detailed Analysis & Answers | StudyIQ IAS,2023-09-25T02:30:01Z,5520,91,4
UPSC Mains 2023 | Sociology Optional Paper 2 Detailed Analysis & Answers | StudyIQ IAS,2023-09-25T01:34:24Z,9836,340,23
UPSC Mains 2023 | Anthropology Optional Paper 1 Detailed Analysis & Answers | StudyIQ IAS,2023-09-24T22:29:31Z,10445,164,6
UPSC Mains 2023 | Public Administration Optional Paper 1 Detailed Analysis & Answers | StudyIQ IAS,2023-09-24T22:04:42Z,6349,120,4
Daily Current Affairs for UPSC Prelims | 24th September 2023,2023-09-24T16:46:38Z,12378,487,26
Why Trudeau supports Khalistan Idealogy? #upsc #indiacanada #diplomacy,2023-09-24T14:55:00Z,173599,14651,141
What is Symmetry? Mathematics Optional | StudyIQ IAS #UPSC #IAS #CSE #IPS,2023-09-24T13:00:33Z,6824,297,1
Student Feedback | PSIR Optional #UPSC #IAS #CSE #IPS,2023-09-24T12:30:34Z,4320,178,1
UPSC Mains 2023 | PSIR Optional Paper 1 Trends & Analysis  | StudyIQ IAS,2023-09-24T10:38:00Z,18697,691,11
UPSC Mains 2023 | Sociology Optional Paper 1 Detailed Analysis & Answers | StudyIQ IAS,2023-09-24T09:49:37Z,19551,581,17
India-Canada row: US Provided Canada Intelligence on Khalistani Terrorist Nijjar's killing | UPSC,2023-09-24T09:45:11Z,276798,5710,650
The story of India's Rocket Launch | Vision of Vikram Sarabhai #isro #UPSC #IAS #CSE #IPS,2023-09-24T09:25:00Z,45694,5919,29
